Country Name,ISO,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Tonga,TON,181116944.4,182763673.2,202246980.2,230657956.8,261797595.1,292232126.6,298513956.2,344428609,312377379.3,366840012.4,414523388.5,470714083.4,450643615.2,439878828,437006227.2,420540178.6,460379145,489235527.4,512350059.4
South Asia (IDA & IBRD),TSA,6.46E+11,6.78E+11,7.91E+11,9.17E+11,1.05E+12,1.20E+12,1.50E+12,1.53E+12,1.68E+12,2.06E+12,2.27E+12,2.30E+12,2.36E+12,2.58E+12,2.70E+12,2.92E+12,3.35E+12,3.45E+12,3.59E+12
Sub-Saharan Africa (IDA & IBRD countries),TSS,3.82E+11,4.17E+11,5.22E+11,6.49E+11,7.71E+11,9.16E+11,1.06E+12,1.22E+12,1.16E+12,1.38E+12,1.55E+12,1.64E+12,1.74E+12,1.81E+12,1.66E+12,1.54E+12,1.64E+12,1.72E+12,1.77E+12
Trinidad and Tobago,TTO,8824873259,9008273721,11305459802,13280275123,15982282462,18369361094,21641620050,27871587350,19172165226,22157948396,25433011405,25763220107,27268478565,27615843098,25062893969,22284780327,22474828527,23808146748,24269714810
Tunisia,TUN,22066101341,23142294436,27453084983,31183139301,32273007554,34378437265,38908069299,44856586316,43454935940,44050929160,45810626509,45044112939,46251061734,47632326088,43173480832,41801210428,39802430355,39770297329,38796687568
Turkey,TUR,2.02E+11,2.40E+11,3.15E+11,4.09E+11,5.06E+11,5.57E+11,6.81E+11,7.70E+11,6.49E+11,7.77E+11,8.39E+11,8.81E+11,9.58E+11,9.39E+11,8.64E+11,8.70E+11,8.59E+11,7.78E+11,7.61E+11
Tuvalu,TUV,13196544.95,15450994.24,18231078.54,21534931.61,21839098.89,22902861.45,27030374.03,30290219.76,27101076.28,31823518.62,38711810.21,37671774.69,37509075.11,37290607.54,35492074.22,36547799.58,40619251.99,42588164.97,47271463.33
Tanzania,TZA,13581644246,14142035080,15224257698,16675948415,18399046025,18649590248,21843529025,27941177435,29081425282,32014249841,34657139495,39650530214,45680532614,49964788814,47378599025,49774021003,53320625959,58001200572,63177068175
Uganda,UGA,5840503869,6178563591,6606884391,7939487474,9239221859,9977647645,11902564401,14440404021,25019909335,26558906014,27752712167,27188666947,28791625559,32472363452,32248116584,29078719934,30756466548,32916147253,35165157017
Ukraine,UKR,37972301335,42351593887,50084197498,64819702952,86057915585,1.08E+11,1.43E+11,1.80E+11,1.17E+11,1.36E+11,1.63E+11,1.76E+11,1.83E+11,1.34E+11,91030959455,93355993629,1.12E+11,1.31E+11,1.54E+11
Upper middle income,UMC,4.67E+12,4.71E+12,5.28E+12,6.31E+12,7.57E+12,9.03E+12,1.12E+13,1.37E+13,1.33E+13,1.62E+13,1.94E+13,2.08E+13,2.20E+13,2.27E+13,2.14E+13,2.13E+13,2.36E+13,2.53E+13,2.57E+13
Uruguay,URY,20898788417,13606494597,12045631091,13686329890,17362857685,19579457965,23410572633,30366213118,31660911279,40284481653,47962439303,51264390114,57531233351,57236013088,53274304222,52687612262,59530088537,59596885024,56045912953
United States,USA,1.06E+13,1.09E+13,1.15E+13,1.22E+13,1.30E+13,1.38E+13,1.45E+13,1.47E+13,1.44E+13,1.50E+13,1.55E+13,1.62E+13,1.68E+13,1.75E+13,1.82E+13,1.87E+13,1.95E+13,2.06E+13,2.14E+13
Uzbekistan,UZB,11401421329,9687788513,10134453435,12030023548,14307509839,17330833853,22311393928,29549438884,33689223673,46679875794,56516280748,63628854499,68997168338,76658542757,81847410182,81779012351,59159945321,50392607758,57921286440
St. Vincent and the Grenadines,VCT,430039296.3,461883444.4,481806296.3,521975111.1,550728666.7,610930037,684446259.3,695428851.9,674922481.5,681225925.9,676129629.6,692933333.3,721207407.4,727714814.8,755400000,774429629.6,792177777.8,811300000,824718518.5
"Venezuela, RB",VEN,1.23E+11,92893587734,83620628582,1.12E+11,1.46E+11,1.83E+11,2.30E+11,3.16E+11,3.30E+11,3.93E+11,3.16E+11,3.81E+11,3.71E+11,4.82E+11,,,,,
British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,,3269000000,3453000000,3799000000,4439000000,4504000000,4803000000,4250000000,4203000000,4339000000,4239000000,4095000000,3762000000,3622000000,3748000000,3863000000,3855000000,,
Vietnam,VNM,32685198735,35064105501,39552513316,45427854693,57633255618,66371664817,77414425532,99130304099,1.06E+11,1.16E+11,1.36E+11,1.56E+11,1.71E+11,1.86E+11,1.93E+11,2.05E+11,2.24E+11,2.45E+11,2.62E+11
Vanuatu,VUT,257926881.7,262596597.8,314471328.1,364996869.1,394962552.3,439376794.1,526428309.9,607958616.1,610066628.7,700804286.2,792149700.7,781702874.1,801787555.9,814954307,759689950.9,804332795.6,880043553.7,914700508.2,934239973.8
World,WLD,3.34E+13,3.47E+13,3.89E+13,4.39E+13,4.75E+13,5.15E+13,5.80E+13,6.37E+13,6.04E+13,6.61E+13,7.35E+13,7.52E+13,7.73E+13,7.95E+13,7.52E+13,7.64E+13,8.13E+13,8.64E+13,8.77E+13
Samoa,WSM,273088357.2,288078881.4,338838639.4,420320176.4,465568018.3,505832439.8,570469196.7,619260721.6,584706020.2,663161517.9,737401692.2,760549587.1,770021664,756919917.3,788307330.6,799376439.5,832153612.6,821496064.5,852250191
Kosovo,XKX,2535333632,2406270658,2790455728,3556757429,3663101604,3846819721,4655899261,5687417607,5653792720,5835874321,6701698218,6499807272,7074777527,7396705195,6442915788,6719172017,7245707185,7942961738,7926133714
"Yemen, Rep.",YEM,9861560095,10694628092,11777966673,13872791659,16746344766,19061978586,21650532264,26910851362,25130274124,30906749533,32726417212,35401341663,40415235702,43206469767,42450620876,30935978724,26736139802,23486270352,22581081994
South Africa,ZAF,1.22E+11,1.15E+11,1.75E+11,2.29E+11,2.58E+11,2.72E+11,2.99E+11,2.87E+11,2.96E+11,3.75E+11,4.16E+11,3.96E+11,3.67E+11,3.51E+11,3.18E+11,2.96E+11,3.50E+11,3.68E+11,3.51E+11
Zambia,ZMB,4094480988,4193845678,4901839731,6221077675,8331870169,12756858899,14056957976,17910858638,15328342304,20265559484,23459515276,25503060420,28045553105,27150728124,21243339048,20954754378,25868165345,26312140829,23309773923
Zimbabwe,ZWE,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,9665793300,12041655200,14101920300,17114849900,19091020000,19495519600,19963120600,20548678100,22040902300,24311560500,21440758800
